input,output
"Many companies have different definitions depending on their sales cycle, but standard definition is a qualified potential buyer who shows some level of interest in purchasing your product or solution.","['companies <> organization', 'sales cycle <> process', 'qualified potential buyer <> customer', 'product <> item', 'solution <> answer']"
"The spices like Thyme, Dill weed, Oregano, Sumac dressed over Chickpeas or meats is just awesome. If you are in Philippines or visiting the country for your new year vacation in 2019 then here are the best places to eat Mediterranean food in Manila.","['Thyme <> Spice', 'Dill weed <> Spice', 'Oregano <> Spice', 'Sumac <> Spice', 'Chickpeas <> Ingredient', 'Meats <> Ingredient', 'Philippines <> Location', 'Mediterranean food <> Cuisine', 'Manila <> Location']"
It could be of course he was the lone homeless guy tasked with watching his posse’s collection of shopping carts stacked with stuff like in the old westerns while the posse was out working the street maybe but unlikely ….,"['homeless guy <> person', 'shopping carts <> object', 'posse <> group', 'old westerns <> genre', 'street <> location']"
It raises your company’s profile making it more likely that your customer or prospect will choose your product or service when it is time to buy.,"['company <> organization', 'customer <> individual', 'prospect <> individual', 'product <> item', 'service <> offering']"
"The food includes a great variety mainly from the border countries of the Mediterranean Sea which is Spain, France, Italy, Greece, Turkey, Syria, Israel, Egypt, Algeria, Libya, Tunisia and Morocco.","['Mediterranean Sea <> geographical entity', 'Spain <> country', 'France <> country', 'Italy <> country', 'Greece <> country', 'Turkey <> country', 'Syria <> country', 'Israel <> country', 'Egypt <> country', 'Algeria <> country', 'Libya <> country', 'Tunisia <> country', 'Morocco <> country']"
"Students and teachers from Chaparral High School got a chance to see ""Le Reve – The Dream"" at the Wynn Las Vegas Tuesday.","['Chaparral High School <> Educational Institution', 'Students <> Person', 'Teachers <> Person', 'Le Reve – The Dream <> Artistic Production', 'Wynn Las Vegas <> Business']"
Please contact us at 316-686-1373 for further information.,['316-686-1373 <> phone number']
Cute girl in black floppy hat and sheer blouse and blonde friend in baby doll dress. Auburn-haired girl carrying Franche Lippee purse with baby deer appliqué.,"['Cute girl <> Person', 'Black floppy hat <> Clothing', 'Sheer blouse <> Clothing', 'Blonde friend <> Person', 'Baby doll dress <> Clothing', 'Auburn-haired girl <> Person', 'Franche Lippee purse <> Accessory', 'Baby deer appliqué <> Animal']"
"Cute beautician in cotton dress, white tights and Lowrys Farm suede shoes. Girl with bright pink ponytails in Monomania logo shirt and whimsical plush monkey sneakers.","['Cute beautician <> Person', 'cotton dress <> Clothing', 'white tights <> Clothing', 'Lowrys Farm suede shoes <> Clothing', 'Girl <> Person', 'bright pink ponytails <> Hairstyle', 'Monomania logo shirt <> Clothing Brand', 'whimsical plush monkey sneakers <> Clothing']"
On one of your weekly commutes through the City of Sin you see a man slumped against a fence near a construction site on a street corner dressed in a variety of rags and old black knit watch covered with a hand knit multicolored throw rug.,"['City of Sin <> Location', 'man <> Person', 'fence <> Structure', 'construction site <> Location', 'street corner <> Location', 'rags <> Clothing', 'black knit watch <> Clothing', 'hand knit multicolored throw rug <> Household Item']"
All the students are part of the Fellows Academy which is run by Communities In Schools of Nevada. Students in the academy are partnered with a CISN site coordinator that helps them address any stumbling blocks to attending classes.,"['Students <> Person', 'Fellows Academy <> Institution', 'Communities In Schools of Nevada <> Organization', 'CISN site coordinator <> Person']"
"There are 12 half bodies to a package, enough to tye up to six Clouser Floating Minnows.","['Clouser Floating Minnows <> Fishing lure', 'Package <> Quantity unit', 'Half bodies <> Fishing equipment component']"
The group included members of the swim team. The team continued to compete despite the fact it had to forfeit every competition because it didn’t have enough members.,"['swim team <> sports team', 'competition <> sports event', 'forfeit <> sports term', 'members <> group of people']"
"The barrel is full-length at 2-5/8ths inches and across the top you can read the ""WHITNEYVILLE ARMORY CT. U. S. A. PAR. MAY 23, 1871”. The action works just as it should. This is the version that fires five shots.","['barrel <> firearm part', 'WHITNEYVILLE ARMORY CT. U. S. A. PAR. MAY 23, 1871 <> firearm manufacturer', 'action <> firearm part', 'five shots <> firearm feature']"
"The 39th annual UNLVino will span four days from April 18-21. Organizers say the wine festival will showcase an array of international beverages including wine, beer and spirits.","['UNLVino <> Event', 'April 18-21 <> Date', 'wine <> Beverage', 'beer <> Beverage', 'spirits <> Beverage']"
"In Mitre's CVE dictionary: CVE-2007-5191. It was discovered that util-linux, miscellaneous system utilities, didn't drop privileged user and group permissions in the correct order in the mount and umount commands.","[""Mitre's <> Organization"", 'CVE-2007-5191 <> Vulnerability', 'util-linux <> Software', 'privileged user <> User type', 'group permissions <> User type', 'mount and umount commands <> Functionality']"
The machine . . . Opitz has installed another Case erector at a Fulfilment centre in the midlands. This is the second case erecting machine to be installed at this customers site. The fulfilment centre is for internet orders that are picked direct to the end customer.,"['Opitz <> Company/Organization', 'Case erector <> Product/Equipment', 'Fulfilment centre <> Location/Place', 'Midlands <> Location/Place', 'Internet orders <> Product/Service', 'End customer <> Person/Role']"
"The Show"" for her work to better educate southern Nevada students. In true Las Vegas style, the gifts were delivered by a showgirl and twin performers from the show.","['southern Nevada students <> educational institution', 'Las Vegas <> city', 'gifts <> object', 'showgirl <> performer', 'twin performers <> performer']"
The tickets were handed out last month during Teacher Appreciation Week. The group was able to meet the cast members before taking a group photo.,"['Teacher Appreciation Week <> Event', 'Tickets <> Object', 'Group <> Collective Group', 'Cast members <> People', 'Group photo <> Object']"
"Cleaning your database while generating quality new sales leads as the same time. With extensive experience in developing Lead Generation Campaigns across a range of industries, we know how to deliver more, and better quality leads to your business.","['database <> Data Management', 'sales leads <> Business Development', 'Lead Generation Campaigns <> Marketing Strategy', 'industries <> Business Sectors', 'business <> Company', 'quality leads <> Sales Prospects', 'Lead Generation <> Sales and Marketing']"
"Clouser�s offers hard to find, pre-shaped foam bodies needed to tye Bob Clouser�s famous Floating Minnow.","[""Clouser's <> brand name"", 'pre-shaped foam bodies <> product', ""Bob Clouser's <> person name"", 'Floating Minnow <> product']"
We hope you can find what you need here. We always effort to show a picture with HD resolution or at least with perfect images. Fabuleux Coussin Pour Le Bain Zochrim Frais can be beneficial inspiration for those who seek an image according specific categories; you can find it in this site.,"['HD resolution <> image quality', 'Fabuleux Coussin Pour Le Bain Zochrim Frais <> bath cushion', 'specific categories <> classification system']"
